ナンバーズ３４,データダウンロードサービス,http://toe.jp/numbers34/,,,,,,,,,,
回別,抽選日,当せん番号,ストレート口数,ストレート金額,ボックス口数,ボックス金額,セットストレート口数,セットストレート金額,セットボックス口数,セットボックス金額,ミニ口数,ミニ金額
第3981回,09/24(水),697,75,"106,400",342,"17,700",165,"62,000",712,"8,800",340,"10,600"
第3980回,09/23(火),468,79,"89,300",385,"14,800",197,"52,000",686,"7,400",390,"8,900"
第3979回,09/22(月),174,102,"71,700",855,"11,900",247,"41,800","1,845","5,900",602,"7,100"
第3978回,09/19(金),181,72,"104,800",245,"34,900",142,"69,800",382,"17,400",415,"10,400"
第3977回,09/18(木),498,85,"89,000",378,"14,800",209,"51,900",731,"7,400",670,"8,900"
第3976回,09/17(水),927,108,"73,000",450,"12,100",293,"42,500","1,062","6,000",475,"7,300"
第3975回,09/16(火),289,41,"104,100",419,"17,300",138,"60,700","1,016","8,600",415,"10,400"
第3974回,09/15(月),509,76,"101,200",565,"16,800",181,"59,000","1,048","8,400",407,"10,100"
第3973回,09/12(金),249,55,"95,500",552,"15,900",185,"55,700","1,120","7,900",485,"9,500"
第3972回,09/11(木),644,52,"132,300",177,"44,100",91,"88,200",193,"22,000",643,"13,200"
第3971回,09/10(水),816,124,"62,300",506,"10,300",304,"36,300","1,222","5,100",965,"6,200"
第3970回,09/09(火),983,47,"96,100",534,"16,000",151,"56,000","1,294","8,000",336,"9,600"
第3969回,09/08(月),802,128,"84,600",565,"14,100",299,"49,300",963,"7,000",489,"8,400"
第3968回,09/05(金),621,99,"80,000",609,"13,300",227,"46,600","1,366","6,600",324,"8,000"
第3967回,09/04(木),586,79,"93,600",480,"15,600",178,"54,600","1,003","7,800",390,"9,300"
第3966回,09/03(水),58,71,"103,100",457,"17,100",173,"60,100",926,"8,500",380,"10,300"
第3965回,09/02(火),721,112,"63,300",678,"10,500",350,"36,900","1,315","5,200",362,"6,300"
第3964回,09/01(月),151,89,"118,900",235,"39,600",123,"79,200",448,"19,800",546,"11,800"
第3963回,08/29(金),653,78,"112,600",401,"18,700",132,"65,600",826,"9,300",499,"11,200"
第3962回,08/28(木),376,64,"98,900",438,"16,400",202,"57,600",888,"8,200",421,"9,800"
第3961回,08/27(水),314,122,"71,700",459,"11,900",302,"41,800",787,"5,900",696,"7,100"
第3960回,08/26(火),958,101,"82,100",441,"13,600",201,"47,800",930,"6,800",545,"8,200"
第3959回,08/25(月),105,119,"89,000",590,"14,800",260,"51,900","1,047","7,400",446,"8,900"
第3958回,08/22(金),685,69,"109,800",417,"18,300",148,"64,000",815,"9,100",398,"10,900"
第3957回,08/21(木),59,63,"118,900",375,"19,800",144,"69,300",744,"9,900",283,"11,800"
第3956回,08/20(水),852,77,"94,100",536,"15,600",124,"54,800","1,097","7,800",453,"9,400"
第3955回,08/19(火),701,54,"94,700",462,"15,700",203,"55,200",901,"7,800",420,"9,400"
第3954回,08/18(月),425,128,"76,400",612,"12,700",350,"44,500","1,093","6,300",635,"7,600"
第3953回,08/15(金),122,90,"94,300",240,"31,400",169,"62,800",368,"15,700",545,"9,400"
第3952回,08/14(木),371,70,"83,500",523,"13,900",186,"48,700","1,139","6,900",285,"8,300"
第3951回,08/13(水),528,101,"62,600",650,"10,400",325,"36,500","1,193","5,200",422,"6,200"
第3950回,08/12(火),448,88,"85,200",291,"28,400",179,"56,800",251,"14,200",529,"8,500"
第3949回,08/11(月),793,79,"89,900",643,"14,900",208,"52,400","1,030","7,400",656,"8,900"
第3948回,08/08(金),31,53,"121,200",428,"20,200",105,"70,700",918,"10,100",371,"12,100"
第3947回,08/07(木),857,114,"87,900",412,"14,600",165,"51,200",915,"7,300",394,"8,700"
第3946回,08/06(水),933,48,"108,100",274,"36,000",112,"72,000",367,"18,000",531,"10,800"
第3945回,08/05(火),955,39,"145,500",164,"48,500",74,"97,000",209,"24,200",548,"14,500"
第3944回,08/04(月),764,93,"108,400",479,"18,000",154,"63,200",891,"9,000",510,"10,800"
第3943回,08/01(金),940,77,"98,800",450,"16,400",172,"57,600","1,098","8,200",356,"9,800"
第3942回,07/31(木),649,83,"89,100",491,"14,800",184,"51,900","1,040","7,400",457,"8,900"
第3941回,07/30(水),392,74,"92,800",483,"15,400",176,"54,100","1,018","7,700",384,"9,200"
第3940回,07/29(火),234,74,"95,800",387,"15,900",198,"55,800",733,"7,900",425,"9,500"
第3939回,07/28(月),190,89,"86,600",729,"14,400",206,"50,500","1,298","7,200",528,"8,600"
第3938回,07/25(金),498,57,"111,400",373,"18,500",159,"64,900",765,"9,200",530,"11,100"
第3937回,07/24(木),70,40,"143,100",188,"47,700",94,"95,400",272,"23,800",311,"14,300"
第3936回,07/23(水),59,94,"87,400",431,"14,500",178,"50,900",785,"7,200",654,"8,700"
第3935回,07/22(火),197,52,"99,200",481,"16,500",169,"57,800",976,"8,200",361,"9,900"
第3934回,07/21(月),954,100,"104,200",411,"17,300",172,"60,700",756,"8,600",523,"10,400"
第3933回,07/18(金),790,69,"113,600",373,"18,900",172,"66,200",731,"9,400",392,"11,300"
第3932回,07/17(木),621,98,"72,900",594,"12,100",257,"42,500","1,279","6,000",454,"7,200"
第3931回,07/16(水),239,62,"93,500",442,"15,500",197,"54,500","1,013","7,700",536,"9,300"
第3930回,07/15(火),495,88,"87,300",432,"14,500",216,"50,900",887,"7,200",472,"8,700"
第3929回,07/14(月),61,72,"117,200",533,"19,500",125,"68,300","1,146","9,700",468,"11,700"
第3928回,07/11(金),398,62,"102,400",424,"17,000",177,"59,700",878,"8,500",624,"10,200"
第3927回,07/10(木),647,75,"97,100",384,"16,100",163,"56,600",827,"8,000",654,"9,700"
第3926回,07/09(水),389,76,"93,800",401,"15,600",216,"54,700",842,"7,800",376,"9,300"
第3925回,07/08(火),856,59,"109,200",425,"18,200",138,"63,700",801,"9,100",446,"10,900"
第3924回,07/07(月),76,95,"100,200",538,"16,700",197,"58,400","1,018","8,300",602,"10,000"
第3923回,07/04(金),583,103,"72,500",691,"12,000",246,"42,200","1,441","6,000",500,"7,200"
第3922回,07/03(木),307,95,"65,900",713,"10,900",286,"38,400","1,581","5,400",394,"6,500"
第3921回,07/02(水),953,73,"106,100",463,"17,600",139,"61,800","1,000","8,800",423,"10,600"
第3920回,07/01(火),571,74,"74,400",613,"12,400",242,"43,400","1,377","6,200",579,"7,400"
第3919回,06/30(月),92,80,"111,900",566,"18,600",170,"65,200",987,"9,300",540,"11,100"
第3918回,06/27(金),785,46,"132,800",362,"22,100",119,"77,400",848,"11,000",414,"13,200"
第3917回,06/26(木),101,72,"106,600",227,"35,500",174,"71,000",259,"17,700",437,"10,600"
第3916回,06/25(水),732,66,"101,500",491,"16,900",138,"59,200","1,129","8,400",511,"10,100"
第3915回,06/24(火),955,48,"118,100",196,"39,300",105,"78,700",299,"19,600",654,"11,800"
第3914回,06/23(月),338,119,"105,300",254,"35,100",175,"70,200",269,"17,500",629,"10,500"
第3913回,06/20(金),644,74,"108,100",231,"36,000",133,"72,000",290,"18,000",675,"10,800"
第3912回,06/19(木),568,75,"88,300",489,"14,700",238,"51,500",910,"7,300",461,"8,800"
第3911回,06/18(水),84,52,"121,900",407,"20,300",118,"71,100",856,"10,100",446,"12,100"
第3910回,06/17(火),226,98,"85,300",245,"28,400",182,"56,800",310,"14,200",682,"8,500"
第3909回,06/16(月),797,81,"131,900",249,"43,900",157,"87,900",283,"21,900",365,"13,100"
第3908回,06/13(金),690,80,"112,600",421,"18,700",163,"65,600",895,"9,300",346,"11,200"
第3907回,06/12(木),429,92,"85,200",411,"14,200",238,"49,700",795,"7,100",406,"8,500"
第3906回,06/11(水),334,85,"86,500",309,"28,800",157,"57,600",380,"14,400",500,"8,600"
第3905回,06/10(火),431,65,"105,000",416,"17,500",105,"61,200","1,058","8,700",483,"10,500"
第3904回,06/09(月),620,110,"105,100",436,"17,500",182,"61,300",844,"8,700",398,"10,500"
第3903回,06/06(金),928,99,"76,400",426,"12,700",294,"44,500",973,"6,300",472,"7,600"
第3902回,06/05(木),790,49,"125,300",337,"20,800",128,"73,000",729,"10,400",426,"12,500"
第3901回,06/04(水),769,53,"111,000",385,"18,500",163,"64,700",864,"9,200",433,"11,100"
第3900回,06/03(火),327,90,"65,400",597,"10,900",329,"38,100","1,106","5,400",612,"6,500"
第3899回,06/02(月),468,135,"71,600",798,"11,900",317,"41,700","1,188","5,900",580,"7,100"
第3898回,05/30(金),839,74,"99,200",463,"16,500",156,"57,800",984,"8,200",607,"9,900"
第3897回,05/29(木),761,89,"95,600",513,"15,900",129,"55,700","1,142","7,900",366,"9,500"
第3896回,05/28(水),474,72,"95,100",243,"31,700",139,"63,400",358,"15,800",800,"9,500"
第3895回,05/27(火),845,86,"85,200",438,"14,200",242,"49,700",835,"7,100",507,"8,500"
第3894回,05/26(月),86,47,"135,800",464,"22,600",128,"79,200",983,"11,300",446,"13,500"
第3893回,05/23(金),34,65,"96,500",466,"16,000",180,"56,200","1,039","8,000",624,"9,600"
第3892回,05/22(木),433,108,"78,700",303,"26,200",179,"52,400",325,"13,100",826,"7,800"
第3891回,05/21(水),746,50,"107,500",331,"17,900",156,"62,700",751,"8,900",724,"10,700"
第3890回,05/20(火),281,47,"94,300",478,"15,700",192,"55,000","1,141","7,800",435,"9,400"
第3889回,05/19(月),836,79,"88,300",706,"14,700",224,"51,500","1,321","7,300",701,"8,800"
第3888回,05/16(金),65,51,"128,900",407,"21,400",127,"75,100",776,"10,700",393,"12,800"
第3887回,05/15(木),153,83,"81,600",671,"13,600",173,"47,600","1,400","6,800",350,"8,100"
第3886回,05/14(水),463,101,"88,200",473,"14,700",179,"51,400","1,008","7,300",471,"8,800"
第3885回,05/13(火),934,75,"84,400",553,"14,000",177,"49,200","1,279","7,000",471,"8,400"
第3884回,05/12(月),367,111,"103,400",519,"17,200",176,"60,300",829,"8,600",652,"10,300"
第3883回,05/09(金),154,56,"104,700",548,"17,400",111,"61,000","1,313","8,700",407,"10,400"
第3882回,05/08(木),353,89,"101,300",222,"33,700",165,"67,500",252,"16,800",486,"10,100"
第3881回,05/07(水),297,83,"95,400",457,"15,900",157,"55,600","1,104","7,900",360,"9,500"
第3880回,05/06(火),806,60,"105,900",350,"17,600",179,"61,700",711,"8,800",341,"10,500"
第3879回,05/05(月),994,55,"137,600",208,"45,800",131,"91,700",242,"22,900",463,"13,700"
第3878回,05/02(金),336,128,"87,200",240,"29,000",208,"58,100",317,"14,500",652,"8,700"
第3877回,05/01(木),808,113,"85,900",238,"28,600",230,"57,200",247,"14,300",652,"8,500"
第3876回,04/30(水),495,51,"116,600",473,"19,400",158,"68,000",904,"9,700",303,"11,600"
第3875回,04/29(火),199,135,"74,500",267,"24,800",177,"49,600",337,"12,400",578,"7,400"
第3874回,04/28(月),442,86,"107,800",366,"35,900",169,"71,800",449,"17,900",491,"10,700"
第3873回,04/25(金),589,68,"101,200",428,"16,800",237,"59,000",851,"8,400",489,"10,100"
第3872回,04/24(木),809,86,"84,300",492,"14,000",245,"49,100","1,069","7,000",430,"8,400"
第3871回,04/23(水),951,57,"106,600",486,"17,700",136,"62,100",973,"8,800",556,"10,600"
第3870回,04/22(火),290,50,"120,600",442,"20,100",117,"70,300",938,"10,000",339,"12,000"
第3869回,04/21(月),17,105,"95,000",632,"15,800",187,"55,400","1,089","7,900",687,"9,500"
第3868回,04/18(金),725,148,"58,900",695,"9,800",392,"34,300","1,340","4,900",511,"5,800"
第3867回,04/17(木),493,93,"90,800",425,"15,100",225,"52,900",998,"7,500",450,"9,000"
第3866回,04/16(水),637,67,"103,200",446,"17,200",192,"60,200","1,016","8,600",399,"10,300"
第3865回,04/15(火),160,45,"112,900",481,"18,800",133,"65,800","1,132","9,400",412,"11,200"
第3864回,04/14(月),123,239,"57,900",790,"9,600",401,"33,700","1,182","4,800",585,"5,700"
第3863回,04/11(金),135,88,"80,300",602,"13,300",228,"46,800","1,283","6,600",409,"8,000"
第3862回,04/10(木),808,126,"82,800",238,"27,600",234,"55,200",248,"13,800",395,"8,200"
第3861回,04/09(水),295,77,"91,800",506,"15,300",180,"53,500","1,101","7,600",381,"9,100"
第3860回,04/08(火),701,64,"114,500",404,"19,000",147,"66,700",765,"9,500",308,"11,400"
第3859回,04/07(月),942,54,"103,900",711,"17,300",140,"60,600","1,408","8,600",587,"10,300"
第3858回,04/04(金),740,59,"102,500",448,"17,000",187,"59,700",990,"8,500",433,"10,200"
第3857回,04/03(木),858,36,"156,900",164,"52,300",94,"104,600",233,"26,100",323,"15,600"
第3856回,04/02(水),606,110,"73,100",379,"24,300",236,"48,700",505,"12,100",333,"7,300"
第3855回,04/01(火),108,139,"64,900",536,"10,800",339,"37,800","1,069","5,400",352,"6,400"
第3854回,03/31(月),98,79,"111,800",480,"18,600",195,"65,200","1,092","9,300",420,"11,100"
第3853回,03/28(金),643,82,"106,100",457,"17,600",139,"61,800",996,"8,800",467,"10,600"
第3852回,03/27(木),841,90,"81,800",573,"13,600",204,"47,700","1,215","6,800",465,"8,100"
第3851回,03/26(水),710,83,"93,600",418,"15,600",210,"54,600",854,"7,800",463,"9,300"
第3850回,03/25(火),636,63,"115,700",184,"38,500",108,"77,100",286,"19,200",707,"11,500"
第3849回,03/24(月),263,116,"80,800",781,"13,400",216,"47,100","1,504","6,700",606,"8,000"
第3848回,03/21(金),787,84,"92,600",255,"30,800",155,"61,700",348,"15,400",366,"9,200"
第3847回,03/20(木),608,64,"100,100",426,"16,600",198,"58,300",819,"8,300",341,"10,000"
第3846回,03/19(水),45,112,"98,000",464,"16,300",141,"57,100",817,"8,100",462,"9,800"
第3845回,03/18(火),729,110,"66,300",579,"11,000",307,"38,600","1,202","5,500",504,"6,600"
第3844回,03/17(月),198,140,"62,300",788,"10,300",471,"36,300","1,712","5,100",594,"6,200"
第3843回,03/14(金),784,63,"112,900",441,"18,800",159,"65,800",977,"9,400",369,"11,200"
第3842回,03/13(木),619,110,"72,100",437,"12,000",298,"42,000",915,"6,000",564,"7,200"
第3841回,03/12(水),558,88,"109,000",186,"36,300",156,"72,600",216,"18,100",642,"10,900"
第3840回,03/11(火),661,65,"114,600",227,"38,200",142,"76,400",348,"19,100",331,"11,400"
第3839回,03/10(月),975,98,"106,700",521,"17,700",209,"62,200",966,"8,800",553,"10,600"
第3838回,03/07(金),169,91,"77,500",582,"12,900",277,"45,200","1,323","6,400",535,"7,700"
第3837回,03/06(木),87,44,"151,600",320,"25,200",115,"88,400",727,"12,600",302,"15,100"
第3836回,03/05(水),624,127,"71,300",598,"11,800",255,"41,500","1,092","5,900",574,"7,100"
第3835回,03/04(火),834,65,"91,200",517,"15,200",225,"53,200",962,"7,600",631,"9,100"
第3834回,03/03(月),992,91,"113,500",276,"37,800",186,"75,600",408,"18,900",561,"11,300"
第3833回,02/28(金),101,116,"96,000",288,"32,000",200,"64,000",336,"16,000",470,"9,600"
第3832回,02/27(木),171,82,"77,200",411,"25,700",175,"51,400",790,"12,800",353,"7,700"
第3831回,02/26(水),272,122,"70,100",439,"23,300",215,"46,700",661,"11,600",445,"7,000"
第3830回,02/25(火),61,59,"126,400",419,"21,000",105,"73,700",919,"10,500",353,"12,600"
第3829回,02/24(月),287,88,"83,100",825,"13,800",260,"48,400","1,709","6,900",409,"8,300"
第3828回,02/21(金),172,93,"70,000",856,"11,600",188,"40,800","1,861","5,800",464,"7,000"
第3827回,02/20(木),99,74,"119,700",169,"39,900",113,"79,800",271,"19,900",655,"11,900"
第3826回,02/19(水),722,121,"76,500",320,"25,500",203,"51,000",418,"12,700",615,"7,600"
第3825回,02/18(火),687,64,"108,600",353,"18,100",170,"63,300",736,"9,000",540,"10,800"
第3824回,02/17(月),271,134,"56,900","1,382","9,400",318,"33,100","2,678","4,700",438,"5,600"
第3823回,02/14(金),709,47,"120,400",347,"20,000",171,"70,200",729,"10,000",410,"12,000"
第3822回,02/13(木),805,66,"104,200",432,"17,300",183,"60,700",833,"8,600",399,"10,400"
第3821回,02/12(水),951,55,"112,100",424,"18,600",131,"65,300",971,"9,300",493,"11,200"
第3820回,02/11(火),343,80,"98,600",265,"32,800",133,"65,700",286,"16,400",380,"9,800"
第3819回,02/10(月),423,176,"71,200",663,"11,800",296,"41,500","1,125","5,900",577,"7,100"
第3818回,02/07(金),264,65,"100,300",581,"16,700",146,"58,500","1,154","8,300",406,"10,000"
第3817回,02/06(木),95,52,"125,600",395,"20,900",122,"73,200",793,"10,400",402,"12,500"
第3816回,02/05(水),200,105,"103,000",191,"34,300",133,"68,600",223,"17,100",781,"10,300"
第3815回,02/04(火),861,51,"98,000",501,"16,300",167,"57,100","1,170","8,100",470,"9,800"
第3814回,02/03(月),44,318,"61,000",387,"20,300",326,"40,600",423,"10,100",890,"6,100"
第3813回,01/31(金),729,142,"60,400",661,"10,000",359,"35,200","1,271","5,000","1,250","6,000"
第3812回,01/30(木),327,122,"68,800",576,"11,400",343,"40,100","1,143","5,700",542,"6,800"
第3811回,01/29(水),70,66,"126,600",217,"42,200",102,"84,400",394,"21,100",474,"12,600"
第3810回,01/28(火),369,175,"54,900",705,"9,100",475,"32,000","1,034","4,500",644,"5,400"
第3809回,01/27(月),138,134,"60,000","1,212","10,000",404,"35,000","2,343","5,000",646,"6,000"
第3808回,01/24(金),311,128,"68,700",419,"22,900",278,"45,800",551,"11,400",768,"6,800"
第3807回,01/23(木),314,128,"65,300",568,"10,800",398,"38,000",960,"5,400",601,"6,500"
第3806回,01/22(水),154,63,"106,600",482,"17,700",125,"62,100","1,181","8,800",523,"10,600"
第3805回,01/21(火),119,184,"60,700",340,"20,200",332,"40,400",338,"10,100",676,"6,000"
第3804回,01/20(月),921,200,"64,400","1,017","10,700",340,"37,500","1,699","5,300",762,"6,400"
第3803回,01/17(金),720,108,"90,100",489,"15,000",255,"52,500","1,077","7,500",382,"9,000"
第3802回,01/16(木),641,71,"99,900",561,"16,600",158,"58,200","1,238","8,300",458,"9,900"
第3801回,01/15(水),506,59,"130,000",380,"21,600",134,"75,800",807,"10,800",396,"13,000"
第3800回,01/14(火),560,96,"103,900",353,"17,300",159,"60,600",672,"8,600",625,"10,300"
第3799回,01/13(月),136,143,"80,700",745,"13,400",229,"47,000","1,305","6,700",632,"8,000"
第3798回,01/10(金),5,71,"129,700",191,"43,200",128,"86,400",236,"21,600",550,"12,900"
第3797回,01/09(木),613,114,"71,000",707,"11,800",309,"41,400","1,380","5,900",443,"7,100"
第3796回,01/08(水),721,128,"71,600",627,"11,900",277,"41,700","1,285","5,900",492,"7,100"
第3795回,01/07(火),578,77,"97,600",531,"16,200",194,"56,900","1,000","8,100",527,"9,700"
第3794回,01/06(月),98,100,"94,800",668,"15,800",224,"55,300","1,519","7,900",874,"9,400"
第3793回,2013/12/30(月),549,80,"104,900",612,"17,400",192,"61,100","1,235","8,700",572,"10,400"
第3792回,12/27(金),127,206,"58,900",560,"9,800",394,"34,300","1,018","4,900",860,"5,800"
第3791回,12/26(木),672,60,"101,200",522,"16,800",151,"59,000","1,099","8,400",452,"10,100"
第3790回,12/25(水),271,73,"100,900",502,"16,800",156,"58,800","1,159","8,400",327,"10,000"
第3789回,12/24(火),456,107,"83,300",436,"13,800",260,"48,500",660,"6,900",407,"8,300"
第3788回,12/23(月),997,60,"131,400",210,"43,800",152,"87,600",243,"21,900",436,"13,100"
第3787回,12/20(金),879,65,"105,000",447,"17,500",154,"61,200",890,"8,700",445,"10,500"
第3786回,12/19(木),540,44,"143,700",333,"23,900",92,"83,800",757,"11,900",289,"14,300"
第3785回,12/18(水),107,112,"83,100",403,"13,800",241,"48,400",745,"6,900",422,"8,300"
第3784回,12/17(火),576,31,"120,100",454,"20,000",130,"70,000",909,"10,000",384,"12,000"
第3783回,12/16(月),515,159,"74,600",451,"24,800",229,"49,700",506,"12,400",665,"7,400"
第3782回,12/13(金),186,128,"72,500",532,"12,000",272,"42,200","1,316","6,000",455,"7,200"
第3781回,12/12(木),372,56,"95,300",523,"15,800",148,"55,500","1,200","7,900",350,"9,500"
第3780回,12/11(水),622,86,"80,700",282,"26,900",160,"53,800",403,"13,400",881,"8,000"
第3779回,12/10(火),23,53,"104,400",400,"17,400",136,"60,900",889,"8,700",483,"10,400"
第3778回,12/09(月),542,91,"92,500",664,"15,400",165,"53,900","1,231","7,700",558,"9,200"
第3777回,12/06(金),443,75,"110,300",203,"36,700",154,"73,500",224,"18,300",375,"11,000"
第3776回,12/05(木),674,88,"95,400",371,"15,900",153,"55,600",768,"7,900",609,"9,500"
第3775回,12/04(水),928,93,"77,900",461,"12,900",249,"45,400",908,"6,400",487,"7,700"
第3774回,12/03(火),752,84,"86,800",562,"14,400",149,"50,600","1,126","7,200",305,"8,600"
第3773回,12/02(月),421,144,"71,200",775,"11,800",276,"41,500","1,365","5,900",422,"7,100"
第3772回,11/29(金),842,68,"86,900",610,"14,400",146,"50,600","1,174","7,200",438,"8,600"
第3771回,11/28(木),244,89,"91,000",218,"30,300",129,"60,600",316,"15,100",678,"9,100"
